날짜,미세먼지(PM-10),소음(db),습도(%),온도(℃),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-04-17 01,31.03,47.98,47.96,9.73,22.52,보통,보통
2018-04-17 02,29.97,47.56,50.01,8.97,20.89,좋음,보통
2018-04-17 03,29.22,47.57,51.69,8.39,24.12,좋음,보통
2018-04-17 04,27.82,47.76,54.54,8.0,20.54,좋음,보통
2018-04-17 05,29.69,48.31,56.91,7.61,19.39,좋음,보통
2018-04-17 06,31.51,49.14,57.09,7.74,21.89,보통,보통
2018-04-17 07,33.98,49.57,52.07,9.34,25.79,보통,보통
2018-04-17 08,39.19,49.93,44.17,11.9,27.68,보통,보통
2018-04-17 09,46.06,50.09,35.27,14.73,26.53,보통,보통
2018-04-17 10,52.74,49.67,27.28,17.37,31.9,보통,보통
2018-04-17 11,55.87,49.24,23.22,19.48,33.38,보통,보통
2018-04-17 12,58.89,49.21,21.16,20.54,34.39,보통,보통
2018-04-17 13,57.2,49.33,19.55,21.29,30.14,보통,보통
2018-04-17 14,63.58,49.46,17.74,21.75,26.74,보통,보통
2018-04-17 15,71.45,49.54,18.3,21.67,27.86,보통,보통
2018-04-17 16,79.28,49.67,22.43,20.67,32.96,보통,보통
2018-04-17 17,84.81,49.49,24.85,19.34,34.38,나쁨,보통
2018-04-17 18,95.33,49.43,28.31,17.88,36.73,나쁨,나쁨
2018-04-17 19,92.72,49.14,30.24,16.48,32.6,나쁨,보통
2018-04-17 20,85.83,48.98,31.16,15.35,27.39,나쁨,보통
2018-04-17 21,91.94,48.78,35.86,14.01,32.25,나쁨,보통
2018-04-17 22,86.08,48.75,39.22,12.95,35.41,나쁨,보통
2018-04-17 23,83.84,48.37,41.69,11.94,34.33,나쁨,보통
2018-04-18 00,78.32,48.22,43.0,11.1,31.37,보통,보통
2018-04-18 01,73.6,47.84,45.33,10.36,31.07,보통,보통
2018-04-18 02,73.26,47.66,48.59,9.6,34.56,보통,보통
2018-04-18 03,71.02,48.02,50.72,8.97,32.33,보통,보통
2018-04-18 04,68.58,47.78,53.05,8.36,31.93,보통,보통
2018-04-18 05,65.68,48.3,54.89,7.93,31.71,보통,보통
2018-04-18 06,65.16,48.97,55.37,7.87,30.61,보통,보통
2018-04-18 07,72.45,49.43,49.74,9.34,31.11,보통,보통
2018-04-18 08,78.01,49.59,40.47,12.24,30.6,보통,보통
2018-04-18 09,75.56,49.38,29.37,14.73,30.84,보통,보통
2018-04-18 10,70.02,49.31,22.58,16.75,28.18,보통,보통
2018-04-18 11,61.17,49.06,15.1,18.56,25.36,보통,보통
2018-04-18 12,51.43,48.88,11.91,19.98,20.85,보통,보통
2018-04-18 13,41.57,48.99,10.04,21.19,16.51,보통,보통
2018-04-18 14,39.21,49.2,9.93,21.5,16.2,보통,보통
2018-04-18 15,42.89,49.33,14.38,21.14,21.7,보통,보통
2018-04-18 16,45.29,49.35,16.98,20.14,21.71,보통,보통
2018-04-18 17,54.77,49.39,20.85,19.2,27.81,보통,보통
2018-04-18 18,70.61,49.34,26.27,17.67,34.24,보통,보통
2018-04-18 19,85.27,49.13,31.61,16.28,39.22,나쁨,나쁨
2018-04-18 20,97.56,48.84,34.84,15.27,37.5,나쁨,나쁨
2018-04-18 21,105.27,48.72,38.37,14.28,41.37,나쁨,나쁨
2018-04-18 22,105.69,48.71,41.2,13.25,46.64,나쁨,나쁨
2018-04-18 23,103.95,48.38,44.17,12.44,37.38,나쁨,나쁨
2018-04-19 00,98.19,48.09,47.62,11.78,35.19,나쁨,보통
2018-04-19 01,92.87,47.77,50.88,11.16,35.87,나쁨,보통
2018-04-19 02,83.37,47.56,53.3,10.62,31.42,나쁨,보통
2018-04-19 03,77.33,47.47,56.24,9.93,29.53,보통,보통
2018-04-19 04,73.22,47.67,58.15,9.54,28.48,보통,보통
2018-04-19 05,72.78,48.22,60.1,9.11,29.11,보통,보통
2018-04-19 06,77.13,48.92,60.33,9.09,32.64,보통,보통
2018-04-19 07,84.53,49.45,54.5,10.73,36.59,나쁨,나쁨
2018-04-19 08,97.05,49.61,45.2,13.24,41.43,나쁨,나쁨
2018-04-19 09,80.89,49.5,29.02,15.62,32.94,보통,보통
2018-04-19 10,65.42,49.27,15.74,17.66,25.95,보통,보통
2018-04-19 11,64.55,49.14,14.82,19.24,23.66,보통,보통
2018-04-19 12,62.76,49.03,13.57,20.69,21.45,보통,보통
2018-04-19 13,64.59,49.13,13.36,21.8,28.57,보통,보통
2018-04-19 14,71.36,49.15,15.53,22.51,33.92,보통,보통
2018-04-19 15,76.29,49.29,18.36,22.61,36.07,보통,나쁨
2018-04-19 16,87.43,49.37,21.35,21.93,44.51,나쁨,나쁨
2018-04-19 17,96.24,49.34,25.85,20.97,49.33,나쁨,나쁨
2018-04-19 18,100.79,49.31,28.53,19.97,48.76,나쁨,나쁨
2018-04-19 19,108.1,48.96,30.24,18.92,51.62,나쁨,나쁨
2018-04-19 20,113.31,48.95,31.85,17.81,51.89,나쁨,나쁨
2018-04-19 21,101.17,48.76,34.26,16.79,56.37,나쁨,나쁨
2018-04-19 22,92.19,48.69,38.19,15.96,60.75,나쁨,나쁨
2018-04-19 23,81.37,48.35,43.04,15.32,46.73,나쁨,나쁨
2018-04-20 00,74.0,48.05,47.88,14.45,36.31,보통,나쁨
2018-04-20 01,68.91,47.88,51.06,13.73,35.21,보통,보통
2018-04-20 02,65.68,47.85,53.29,13.36,35.41,보통,보통
2018-04-20 03,64.19,48.01,55.31,13.07,37.19,보통,나쁨
2018-04-20 04,66.01,48.16,58.18,12.5,41.83,보통,나쁨
2018-04-20 05,68.16,48.21,60.06,12.06,41.91,보통,나쁨
2018-04-20 06,71.23,48.82,60.06,12.0,44.66,보통,나쁨
2018-04-20 07,82.0,49.3,55.63,13.31,48.44,나쁨,나쁨
2018-04-20 08,101.14,49.42,46.81,15.83,56.09,나쁨,나쁨
2018-04-20 09,104.88,49.23,38.32,18.84,54.52,나쁨,나쁨
2018-04-20 10,97.38,48.76,30.75,21.27,49.29,나쁨,나쁨
2018-04-20 11,99.63,48.13,27.62,23.5,47.37,나쁨,나쁨
2018-04-20 12,100.44,47.64,26.47,25.07,50.07,나쁨,나쁨
2018-04-20 13,105.74,47.92,25.93,26.53,57.31,나쁨,나쁨
2018-04-20 14,111.58,47.81,24.7,27.79,54.41,나쁨,나쁨
2018-04-20 15,119.18,48.34,23.4,28.29,53.77,나쁨,나쁨
2018-04-20 16,129.73,48.38,23.96,28.12,58.13,나쁨,나쁨
2018-04-20 17,134.52,48.57,26.86,27.17,66.66,나쁨,나쁨
2018-04-20 18,140.64,49.17,30.86,25.56,75.64,나쁨,나쁨
2018-04-20 19,138.61,49.05,36.14,23.73,68.16,나쁨,나쁨
2018-04-20 20,136.12,48.85,41.56,21.89,63.26,나쁨,나쁨
2018-04-20 21,126.53,48.69,46.04,20.43,64.78,나쁨,나쁨
2018-04-20 22,114.8,48.78,49.53,19.31,63.47,나쁨,나쁨
2018-04-20 23,93.75,48.32,54.15,18.17,55.57,나쁨,나쁨
2018-04-21 00,89.4,48.02,57.96,17.18,47.36,나쁨,나쁨
2018-04-21 01,91.57,47.8,60.78,16.37,50.95,나쁨,나쁨
2018-04-21 02,92.0,47.6,63.64,15.57,55.76,나쁨,나쁨
2018-04-21 03,95.36,47.53,66.21,14.86,58.76,나쁨,나쁨
2018-04-21 04,94.11,47.6,68.26,14.18,58.33,나쁨,나쁨
2018-04-21 05,96.98,48.05,69.93,13.57,58.0,나쁨,나쁨
2018-04-21 06,99.93,48.52,70.35,13.42,58.44,나쁨,나쁨
2018-04-21 07,109.17,48.67,63.24,15.24,66.75,나쁨,나쁨
2018-04-21 08,128.8,48.94,50.28,18.58,90.86,나쁨,매우 나쁨
2018-04-21 09,118.86,49.05,30.91,21.73,91.24,나쁨,매우 나쁨
2018-04-21 10,117.96,49.21,22.19,23.82,80.59,나쁨,매우 나쁨
2018-04-21 11,87.22,48.9,12.16,25.69,44.55,나쁨,나쁨
2018-04-21 12,65.78,48.75,7.2,26.65,24.55,보통,보통
2018-04-21 13,53.13,48.81,6.15,27.41,18.1,보통,보통
2018-04-21 14,46.7,48.86,6.26,27.35,16.3,보통,보통
2018-04-21 15,42.36,48.92,5.56,26.96,13.76,보통,좋음
2018-04-21 16,38.07,48.87,6.71,26.31,12.45,보통,좋음
2018-04-21 17,33.05,48.81,5.7,25.04,9.92,보통,좋음
2018-04-21 18,33.51,48.8,6.46,23.51,11.84,보통,좋음
2018-04-21 19,34.36,48.74,10.37,21.54,13.35,보통,좋음
2018-04-21 20,36.55,48.74,14.92,19.68,17.2,보통,보통
2018-04-21 21,36.6,48.63,18.05,18.49,16.0,보통,보통
2018-04-21 22,36.01,48.51,20.99,17.65,19.73,보통,보통
2018-04-21 23,38.49,48.06,23.42,17.23,23.17,보통,보통
2018-04-22 00,39.43,47.8,25.5,17.02,24.56,보통,보통
2018-04-22 01,39.57,47.61,28.89,16.39,19.94,보통,보통
2018-04-22 02,40.11,47.26,32.12,16.07,23.0,보통,보통
2018-04-22 03,40.0,47.21,34.41,15.61,24.06,보통,보통
2018-04-22 04,39.52,47.15,35.83,15.7,22.0,보통,보통
2018-04-22 05,40.89,47.36,36.82,15.85,23.07,보통,보통
2018-04-22 06,42.77,47.74,38.6,16.04,24.46,보통,보통
2018-04-22 07,43.93,47.91,38.86,16.68,24.15,보통,보통
2018-04-22 08,47.31,48.3,38.74,17.69,27.47,보통,보통
2018-04-22 09,46.52,48.86,48.2,18.01,26.55,보통,보통
2018-04-22 10,46.19,49.09,63.32,17.61,24.24,보통,보통
2018-04-22 11,45.43,48.78,56.74,19.14,25.72,보통,보통
2018-04-22 12,46.23,48.82,41.08,21.21,21.77,보통,보통
2018-04-22 13,43.02,48.83,24.81,22.6,22.88,보통,보통
2018-04-22 14,41.88,48.75,24.58,22.86,19.29,보통,보통
2018-04-22 15,40.59,48.74,33.0,21.87,21.76,보통,보통
2018-04-22 16,39.49,48.92,39.69,20.73,21.81,보통,보통
2018-04-22 17,42.74,49.39,54.34,18.25,24.0,보통,보통
2018-04-22 18,46.82,49.39,53.51,16.86,28.43,보통,보통
2018-04-22 19,44.76,49.73,63.85,15.09,29.62,보통,보통
2018-04-22 20,44.85,49.91,73.09,13.53,30.98,보통,보통
2018-04-22 21,43.87,49.82,75.33,13.14,28.6,보통,보통
2018-04-22 22,42.43,50.11,80.8,12.52,29.09,보통,보통
2018-04-22 23,37.03,49.52,81.93,12.0,30.76,보통,보통
2018-04-23 00,32.88,48.94,81.96,11.61,26.24,보통,보통
2018-04-23 01,29.44,48.11,79.13,11.73,21.07,좋음,보통
2018-04-23 02,25.28,47.86,82.07,11.23,16.31,좋음,보통
2018-04-23 03,24.81,48.45,81.33,11.05,19.49,좋음,보통
2018-04-23 04,20.04,48.69,83.75,10.57,17.41,좋음,보통
2018-04-23 05,17.11,50.12,82.96,10.58,10.93,좋음,좋음
2018-04-23 06,14.4,51.37,84.42,10.35,7.36,좋음,좋음
2018-04-23 07,12.33,52.22,83.89,10.1,8.46,좋음,좋음
2018-04-23 08,7.16,52.61,83.38,9.85,5.3,좋음,좋음
2018-04-23 09,7.82,50.65,81.05,10.66,5.91,좋음,좋음
2018-04-23 10,9.64,50.26,80.39,10.93,5.97,좋음,좋음
2018-04-23 11,8.34,50.54,81.36,10.84,3.59,좋음,좋음
2018-04-23 12,5.89,51.1,83.91,10.44,2.97,좋음,좋음
2018-04-23 13,4.77,50.85,83.71,10.9,1.9,좋음,좋음
2018-04-23 14,4.69,49.93,81.3,11.66,2.54,좋음,좋음
2018-04-23 15,4.62,50.0,80.83,11.69,3.77,좋음,좋음
2018-04-23 16,4.24,49.99,81.14,11.57,3.04,좋음,좋음
2018-04-23 17,4.21,49.91,80.33,11.68,1.66,좋음,좋음
2018-04-23 18,5.47,50.57,81.66,10.86,1.86,좋음,좋음
2018-04-23 19,5.61,50.1,79.48,11.05,1.97,좋음,좋음
2018-04-23 20,7.03,49.85,78.14,11.25,3.27,좋음,좋음
2018-04-23 21,5.59,49.59,78.09,11.25,3.59,좋음,좋음
2018-04-23 22,5.73,49.34,75.74,11.55,4.13,좋음,좋음
2018-04-23 23,6.01,48.61,73.97,11.82,3.85,좋음,좋음
2018-04-24 00,6.6,48.18,75.5,11.69,3.65,좋음,좋음
2018-04-24 01,6.65,47.92,75.62,11.56,2.46,좋음,좋음
2018-04-24 02,7.33,47.81,81.64,10.95,3.0,좋음,좋음
2018-04-24 03,8.38,47.75,84.91,10.56,2.3,좋음,좋음
2018-04-24 04,8.46,47.85,83.8,10.52,2.99,좋음,좋음
2018-04-24 05,8.59,48.3,82.3,10.51,4.49,좋음,좋음
2018-04-24 06,7.73,49.04,80.56,10.75,3.24,좋음,좋음
2018-04-24 07,8.65,49.68,76.88,11.18,4.13,좋음,좋음
2018-04-24 08,8.83,49.69,70.78,12.35,4.39,좋음,좋음
2018-04-24 09,9.5,48.69,62.32,14.34,3.97,좋음,좋음
2018-04-24 10,8.75,48.89,55.13,15.49,3.65,좋음,좋음
2018-04-24 11,8.38,48.66,51.74,16.11,3.31,좋음,좋음
2018-04-24 12,9.25,48.46,49.51,16.82,3.38,좋음,좋음
2018-04-24 13,8.73,48.67,46.22,17.44,3.23,좋음,좋음
2018-04-24 14,9.4,48.66,45.15,17.5,5.53,좋음,좋음
2018-04-24 15,11.56,48.78,44.76,17.31,5.96,좋음,좋음
2018-04-24 16,12.89,48.89,44.27,16.76,5.26,좋음,좋음
2018-04-24 17,17.69,48.94,38.86,15.87,10.1,좋음,좋음
2018-04-24 18,18.45,49.58,34.04,15.05,11.67,좋음,좋음
2018-04-24 19,20.53,49.4,35.58,14.6,13.97,좋음,좋음
2018-04-24 20,22.12,49.1,39.57,13.74,14.53,좋음,좋음
2018-04-24 21,22.96,49.0,44.39,12.52,14.74,좋음,좋음
2018-04-24 22,23.6,48.85,48.68,11.47,13.39,좋음,좋음
2018-04-24 23,23.16,48.61,52.59,10.46,14.99,좋음,좋음
2018-04-25 00,21.94,48.28,55.17,9.59,16.61,좋음,보통
2018-04-25 01,22.25,48.04,56.65,9.03,17.81,좋음,보통
2018-04-25 02,21.92,47.77,57.55,8.39,17.78,좋음,보통
2018-04-25 03,21.84,47.6,60.04,7.8,15.12,좋음,좋음
2018-04-25 04,21.99,47.85,60.35,7.55,15.08,좋음,좋음
2018-04-25 05,24.96,48.49,61.48,7.09,17.86,좋음,보통
2018-04-25 06,28.31,49.2,58.76,7.4,18.71,좋음,보통
2018-04-25 07,31.64,49.65,50.96,9.41,21.97,보통,보통
2018-04-25 08,33.34,49.69,39.67,12.41,25.84,보통,보통
2018-04-25 09,33.66,49.09,28.32,15.87,24.44,보통,보통
2018-04-25 10,31.16,48.25,21.85,18.93,22.16,보통,보통
2018-04-25 11,30.31,48.1,18.04,21.18,18.99,좋음,보통
2018-04-25 12,32.22,48.04,15.52,22.91,18.34,보통,보통
2018-04-25 13,34.12,48.1,14.08,24.11,25.77,보통,보통
2018-04-25 14,34.04,48.28,12.5,24.9,27.72,보통,보통
2018-04-25 15,36.93,48.82,13.64,25.22,28.51,보통,보통
2018-04-25 16,35.28,48.71,16.35,24.68,26.69,보통,보통
2018-04-25 17,36.17,48.24,19.85,23.79,26.07,보통,보통
2018-04-25 18,35.78,49.28,28.3,21.88,27.75,보통,보통
2018-04-25 19,38.59,49.18,34.12,20.0,25.44,보통,보통
2018-04-25 20,35.53,48.97,36.6,18.5,22.2,보통,보통
2018-04-25 21,36.57,48.81,42.13,16.95,23.82,보통,보통
2018-04-25 22,37.74,48.8,46.81,15.83,24.36,보통,보통
2018-04-25 23,37.29,48.47,52.66,14.73,27.26,보통,보통
2018-04-26 00,37.21,48.13,56.53,13.84,28.27,보통,보통
2018-04-26 01,36.96,47.84,59.28,13.01,28.78,보통,보통
2018-04-26 02,35.25,47.58,61.56,12.36,27.48,보통,보통
2018-04-26 03,35.46,47.54,63.91,11.74,28.34,보통,보통
2018-04-26 04,36.02,47.77,66.56,11.24,28.29,보통,보통
2018-04-26 05,37.54,48.33,68.85,10.83,26.62,보통,보통
2018-04-26 06,40.94,49.02,67.73,11.2,26.96,보통,보통
2018-04-26 07,41.01,49.44,60.31,13.08,30.8,보통,보통
2018-04-26 08,46.08,49.38,54.18,15.08,32.31,보통,보통
2018-04-26 09,55.34,48.56,46.2,17.8,34.49,보통,보통
2018-04-26 10,58.85,49.16,39.69,19.54,39.24,보통,나쁨
2018-04-26 11,55.94,48.45,31.64,21.67,33.81,보통,보통
2018-04-26 12,49.8,48.57,24.96,22.87,29.44,보통,보통
2018-04-26 13,55.33,48.41,20.19,23.62,31.89,보통,보통
2018-04-26 14,52.89,48.39,19.06,23.99,31.79,보통,보통
2018-04-26 15,55.0,48.86,18.69,23.58,33.12,보통,보통
2018-04-26 16,50.22,48.72,19.36,22.97,31.82,보통,보통
2018-04-26 17,48.49,48.68,23.25,21.73,34.6,보통,보통
2018-04-26 18,49.16,49.4,34.49,18.77,36.41,보통,나쁨
2018-04-26 19,54.32,49.2,40.29,17.37,46.03,보통,나쁨
2018-04-26 20,59.05,49.11,42.36,16.6,50.07,보통,나쁨
2018-04-26 21,39.37,48.9,46.68,15.71,34.16,보통,보통
2018-04-26 22,33.8,48.68,48.48,15.03,26.96,보통,보통
2018-04-26 23,31.82,48.37,49.41,14.3,22.27,보통,보통
2018-04-27 00,28.85,48.15,50.71,13.78,17.69,좋음,보통
2018-04-27 01,29.94,47.85,51.71,13.41,21.3,좋음,보통
2018-04-27 02,31.88,47.59,56.46,12.65,26.17,보통,보통
2018-04-27 03,33.38,47.44,60.62,11.92,26.29,보통,보통
2018-04-27 04,36.41,47.63,63.93,11.33,29.31,보통,보통
2018-04-27 05,39.86,48.28,66.23,10.94,29.89,보통,보통
2018-04-27 06,40.7,48.88,66.02,11.04,29.24,보통,보통
2018-04-27 07,40.14,49.38,61.18,12.24,35.17,보통,보통
2018-04-27 08,40.85,49.45,52.66,14.28,31.61,보통,보통
2018-04-27 09,53.04,49.06,47.57,16.23,36.41,보통,나쁨
2018-04-27 10,54.24,48.62,43.15,18.24,41.62,보통,나쁨
2018-04-27 11,55.62,48.58,38.13,20.31,36.69,보통,나쁨
2018-04-27 12,64.2,48.14,33.06,22.01,44.17,보통,나쁨
2018-04-27 13,54.25,48.4,29.69,23.23,32.7,보통,보통
2018-04-27 14,54.15,48.48,26.4,23.91,33.49,보통,보통
2018-04-27 15,73.77,48.73,24.63,24.59,46.6,보통,나쁨
2018-04-27 16,62.75,48.71,25.66,24.52,39.62,보통,나쁨
2018-04-27 17,78.17,48.76,36.05,22.99,46.83,보통,나쁨
2018-04-27 18,88.93,49.63,41.75,21.2,50.25,나쁨,나쁨
2018-04-27 19,93.57,49.41,45.5,19.87,55.65,나쁨,나쁨
2018-04-27 20,85.53,49.15,42.64,18.87,60.19,나쁨,나쁨
2018-04-27 21,84.06,48.98,44.25,17.72,62.34,나쁨,나쁨
2018-04-27 22,80.95,48.99,48.31,16.52,57.93,보통,나쁨
2018-04-27 23,80.52,48.5,53.68,15.58,64.76,보통,나쁨
2018-04-28 00,77.27,48.22,59.13,14.81,54.36,보통,나쁨
2018-04-28 01,77.21,48.08,62.89,14.12,56.38,보통,나쁨
2018-04-28 02,79.51,47.79,66.45,13.5,61.71,보통,나쁨
2018-04-28 03,80.58,47.72,69.16,13.06,60.29,보통,나쁨
2018-04-28 04,86.16,47.81,70.18,12.77,61.28,나쁨,나쁨
2018-04-28 05,83.05,48.19,71.68,12.32,68.85,나쁨,나쁨
2018-04-28 06,87.7,48.56,71.17,12.41,73.28,나쁨,나쁨
2018-04-28 07,93.61,48.9,66.56,13.68,74.73,나쁨,나쁨
2018-04-28 08,95.03,49.09,58.98,15.77,70.19,나쁨,나쁨
2018-04-28 09,93.84,49.2,48.48,18.07,61.73,나쁨,나쁨
2018-04-28 10,83.11,49.28,37.79,20.36,53.11,나쁨,나쁨
2018-04-28 11,57.71,49.21,23.81,22.36,45.76,보통,나쁨
2018-04-28 12,57.05,49.08,22.11,23.5,36.64,보통,나쁨
2018-04-28 13,48.25,49.11,20.56,23.99,25.57,보통,보통
2018-04-28 14,40.28,49.16,18.74,23.74,21.74,보통,보통
2018-04-28 15,47.04,49.36,21.27,23.11,24.83,보통,보통
2018-04-28 16,48.93,49.41,21.96,22.0,22.84,보통,보통
2018-04-28 17,47.06,49.25,21.54,20.94,21.99,보통,보통
2018-04-28 18,43.08,49.29,23.32,19.71,19.41,보통,보통
2018-04-28 19,41.23,49.14,25.09,18.35,16.2,보통,보통
2018-04-28 20,40.0,49.03,25.5,17.33,21.24,보통,보통
2018-04-28 21,41.96,48.84,29.13,16.07,24.66,보통,보통
2018-04-28 22,42.42,48.86,34.33,14.76,28.99,보통,보통
2018-04-28 23,40.78,48.61,38.53,13.77,28.83,보통,보통
2018-04-29 00,40.77,48.29,42.21,12.99,24.69,보통,보통
2018-04-29 01,42.19,48.07,45.56,12.28,25.9,보통,보통
2018-04-29 02,43.09,47.8,49.09,11.71,28.86,보통,보통
2018-04-29 03,42.91,47.67,52.41,11.18,27.03,보통,보통
2018-04-29 04,41.2,47.64,55.12,10.84,26.16,보통,보통
2018-04-29 05,40.99,47.99,58.29,10.43,29.05,보통,보통
2018-04-29 06,42.98,48.24,58.71,10.62,27.39,보통,보통
2018-04-29 07,45.63,48.52,52.92,12.41,29.22,보통,보통
2018-04-29 08,57.16,48.75,43.71,15.15,35.49,보통,보통
2018-04-29 09,53.53,48.93,33.89,17.79,28.22,보통,보통
2018-04-29 10,51.44,48.94,28.13,20.11,27.65,보통,보통
2018-04-29 11,51.18,48.79,23.14,22.08,23.31,보통,보통
2018-04-29 12,54.19,48.82,21.98,23.37,22.09,보통,보통
2018-04-29 13,67.37,48.96,22.54,24.02,28.93,보통,보통
2018-04-29 14,74.25,49.02,21.13,24.03,33.71,보통,보통
2018-04-29 15,78.31,48.86,21.19,24.17,37.79,보통,나쁨
2018-04-29 16,79.51,48.99,23.51,23.47,40.55,보통,나쁨
2018-04-29 17,79.37,49.03,25.21,22.5,40.1,보통,나쁨
2018-04-29 18,82.1,48.93,27.82,20.89,48.92,나쁨,나쁨
2018-04-29 19,86.49,48.78,29.14,19.67,55.93,나쁨,나쁨
2018-04-29 20,87.65,48.53,34.62,18.69,64.18,나쁨,나쁨
2018-04-29 21,83.67,48.44,39.23,17.61,67.77,나쁨,나쁨
2018-04-29 22,82.2,48.28,43.06,16.7,70.15,나쁨,나쁨
2018-04-29 23,77.6,48.03,46.58,15.97,63.12,보통,나쁨
2018-04-30 00,75.75,47.63,49.18,15.63,57.04,보통,나쁨
2018-04-30 01,77.81,47.37,51.1,15.64,63.47,보통,나쁨
2018-04-30 02,80.57,47.1,51.87,15.51,64.4,보통,나쁨
2018-04-30 03,83.93,46.97,52.99,15.39,68.9,나쁨,나쁨
2018-04-30 04,82.71,47.36,53.68,15.28,67.5,나쁨,나쁨
2018-04-30 05,87.39,47.96,54.12,15.35,69.88,나쁨,나쁨
2018-04-30 06,90.07,48.57,54.95,15.57,75.1,나쁨,나쁨
2018-04-30 07,94.98,49.11,53.46,16.5,77.1,나쁨,매우 나쁨
2018-04-30 08,102.26,49.2,54.72,17.59,73.09,나쁨,나쁨
2018-04-30 09,102.58,48.18,50.97,19.58,66.28,나쁨,나쁨
2018-04-30 10,98.58,48.24,47.83,21.22,62.89,나쁨,나쁨
2018-04-30 11,105.79,48.15,44.32,22.81,65.51,나쁨,나쁨
2018-04-30 12,104.82,47.93,40.48,24.32,70.02,나쁨,나쁨
2018-04-30 13,93.25,47.96,36.47,25.71,70.52,나쁨,나쁨
2018-04-30 14,91.85,48.33,35.08,26.35,70.02,나쁨,나쁨
2018-04-30 15,99.27,48.57,34.56,26.46,79.08,나쁨,매우 나쁨
2018-04-30 16,103.7,48.46,34.83,26.2,80.24,나쁨,매우 나쁨
2018-04-30 17,99.24,48.42,42.14,25.23,73.48,나쁨,나쁨
2018-04-30 18,93.75,49.25,50.82,23.52,66.21,나쁨,나쁨
2018-04-30 19,75.96,48.98,55.57,22.39,57.27,보통,나쁨
2018-04-30 20,78.4,48.84,61.26,21.31,62.1,보통,나쁨
2018-04-30 21,83.83,48.5,65.53,20.37,62.2,나쁨,나쁨
2018-04-30 22,91.11,48.39,68.4,19.69,80.63,나쁨,매우 나쁨
2018-04-30 23,95.01,47.98,71.32,19.08,78.65,나쁨,매우 나쁨
2018-05-01 00,94.36,47.76,70.84,19.49,77.19,나쁨,매우 나쁨
2018-05-01 01,96.68,47.53,71.01,19.57,82.97,나쁨,매우 나쁨
2018-05-01 02,98.27,47.26,71.96,19.35,83.01,나쁨,매우 나쁨
2018-05-01 03,97.98,47.07,72.29,19.24,79.23,나쁨,매우 나쁨
2018-05-01 04,100.34,47.3,73.61,19.09,80.59,나쁨,매우 나쁨
2018-05-01 05,113.4,47.71,74.14,19.06,78.85,나쁨,매우 나쁨
2018-05-01 06,115.79,48.21,74.57,19.13,93.08,나쁨,매우 나쁨
2018-05-01 07,113.53,48.76,72.64,19.76,93.83,나쁨,매우 나쁨
2018-05-01 08,98.87,48.95,66.83,21.2,85.1,나쁨,매우 나쁨
2018-05-01 09,76.06,49.03,58.91,22.95,61.23,보통,나쁨
2018-05-01 10,76.08,49.03,53.29,24.27,47.42,보통,나쁨
2018-05-01 11,73.45,49.02,51.56,24.57,46.73,보통,나쁨
2018-05-01 12,77.0,49.01,51.29,25.03,57.46,보통,나쁨
2018-05-01 13,84.8,49.25,54.46,24.59,78.69,나쁨,매우 나쁨
2018-05-01 14,75.65,49.35,55.19,24.25,69.26,보통,나쁨
2018-05-01 15,76.11,49.22,53.31,24.5,64.95,보통,나쁨
2018-05-01 16,77.39,49.27,54.55,24.17,65.98,보통,나쁨
2018-05-01 17,73.01,49.27,56.58,23.51,62.07,보통,나쁨
2018-05-01 18,70.53,49.34,58.74,23.1,61.37,보통,나쁨
2018-05-01 19,66.49,48.97,61.12,22.56,57.06,보통,나쁨
2018-05-01 20,61.99,48.72,64.3,21.9,54.02,보통,나쁨
2018-05-01 21,68.65,48.44,66.84,21.38,50.12,보통,나쁨
2018-05-01 22,78.72,48.32,66.94,21.27,49.84,보통,나쁨
2018-05-01 23,83.29,47.83,68.3,21.08,60.59,나쁨,나쁨
2018-05-02 00,88.26,47.37,70.15,20.72,76.68,나쁨,매우 나쁨
2018-05-02 01,92.23,47.15,71.95,20.44,80.4,나쁨,매우 나쁨
2018-05-02 02,101.58,46.91,73.67,19.97,92.45,나쁨,매우 나쁨
2018-05-02 03,104.44,46.92,74.51,19.65,93.01,나쁨,매우 나쁨
2018-05-02 04,109.71,47.33,75.93,19.5,86.91,나쁨,매우 나쁨
2018-05-02 05,98.5,48.52,84.96,18.52,69.22,나쁨,나쁨
2018-05-02 06,91.03,49.31,85.98,18.07,66.27,나쁨,나쁨
2018-05-02 07,92.79,50.09,87.26,17.63,56.26,나쁨,나쁨
2018-05-02 08,78.37,49.78,86.32,17.56,57.12,보통,나쁨
2018-05-02 09,76.99,48.46,80.76,18.39,66.73,보통,나쁨
2018-05-02 10,55.43,48.4,78.98,18.54,50.19,보통,나쁨
2018-05-02 11,68.12,49.21,79.8,18.45,54.45,보통,나쁨
2018-05-02 12,51.12,49.52,85.44,17.91,32.8,보통,보통
2018-05-02 13,43.67,48.75,83.74,18.06,28.9,보통,보통
2018-05-02 14,42.69,48.58,82.06,18.35,30.81,보통,보통
2018-05-02 15,44.06,49.23,83.04,18.02,33.97,보통,보통
2018-05-02 16,29.55,49.19,80.64,17.07,22.91,좋음,보통
2018-05-02 17,38.28,48.9,79.13,15.96,30.38,보통,보통
2018-05-02 18,30.4,49.65,81.76,14.92,20.45,좋음,보통
