날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-04-17 02,30.86,51.93,9.76,42.43,20.48,좋음,보통
2018-04-17 03,30.47,51.49,9.39,44.85,20.57,좋음,보통
2018-04-17 04,30.12,52.06,8.79,47.41,20.24,좋음,보통
2018-04-17 05,30.97,53.35,8.5,49.41,20.81,좋음,보통
2018-04-17 06,32.09,54.82,8.7,49.98,21.94,보통,보통
2018-04-17 07,36.58,55.13,10.17,46.26,23.96,보통,보통
2018-04-17 08,41.42,55.31,12.17,39.76,26.44,보통,보통
2018-04-17 09,46.93,55.28,14.27,32.74,30.68,보통,보통
2018-04-17 10,50.36,55.6,16.68,25.85,32.13,보통,보통
2018-04-17 11,61.77,55.22,18.01,21.98,39.07,보통,나쁨
2018-04-17 12,68.69,55.7,18.82,21.4,44.41,보통,나쁨
2018-04-17 13,70.69,55.17,19.57,18.71,40.43,보통,나쁨
2018-04-17 14,74.83,55.13,20.09,17.68,39.89,보통,나쁨
2018-04-17 15,72.96,55.93,19.77,22.2,36.66,보통,나쁨
2018-04-17 16,76.24,56.21,19.15,23.57,35.55,보통,보통
2018-04-17 17,82.08,56.21,18.16,25.31,37.05,나쁨,나쁨
2018-04-17 18,98.88,56.21,16.37,26.38,41.16,나쁨,나쁨
2018-04-17 19,79.41,55.56,14.51,24.96,28.1,보통,보통
2018-04-17 20,64.41,54.87,13.45,25.32,19.69,보통,보통
2018-04-17 21,59.97,54.67,12.98,26.83,21.11,보통,보통
2018-04-17 22,55.71,54.46,12.38,31.44,25.15,보통,보통
2018-04-17 23,57.11,54.05,11.73,35.08,30.22,보통,보통
2018-04-18 00,59.29,53.22,10.99,37.18,33.71,보통,보통
2018-04-18 01,60.21,52.63,10.44,36.67,33.89,보통,보통
2018-04-18 02,56.58,51.86,9.83,38.22,31.5,보통,보통
2018-04-18 03,53.16,51.48,9.15,41.74,30.02,보통,보통
2018-04-18 04,53.42,52.03,8.76,44.87,31.71,보통,보통
2018-04-18 05,53.08,53.24,8.56,44.98,31.32,보통,보통
2018-04-18 06,49.88,54.65,8.81,44.23,27.62,보통,보통
2018-04-18 07,56.73,55.22,10.15,39.7,32.25,보통,보통
2018-04-18 08,58.6,55.28,12.14,31.8,35.64,보통,보통
2018-04-18 09,57.8,55.19,13.8,24.24,39.03,보통,나쁨
2018-04-18 10,59.39,55.56,15.06,17.64,40.23,보통,나쁨
2018-04-18 11,52.46,55.37,16.36,13.81,31.47,보통,보통
2018-04-18 12,43.82,55.54,17.68,11.54,24.91,보통,보통
2018-04-18 13,42.02,55.65,18.72,11.02,24.32,보통,보통
2018-04-18 14,42.35,55.29,19.05,13.91,25.08,보통,보통
2018-04-18 15,45.06,55.01,18.77,16.48,26.93,보통,보통
2018-04-18 16,52.73,55.06,18.27,18.89,31.42,보통,보통
2018-04-18 17,71.31,55.09,17.52,23.6,38.85,보통,나쁨
2018-04-18 18,83.96,55.25,16.19,29.64,40.43,나쁨,나쁨
2018-04-18 19,93.24,54.91,14.66,33.25,37.03,나쁨,나쁨
2018-04-18 20,91.11,54.7,13.66,33.55,31.26,나쁨,보통
2018-04-18 21,97.14,54.57,13.07,34.62,31.37,나쁨,보통
2018-04-18 22,107.45,54.74,12.8,35.96,32.78,나쁨,보통
2018-04-18 23,88.81,53.96,12.24,37.05,26.59,나쁨,보통
2018-04-19 00,87.66,53.04,11.62,39.81,27.87,나쁨,보통
2018-04-19 01,79.12,52.58,11.06,42.02,27.19,보통,보통
2018-04-19 02,76.12,51.93,10.65,43.15,27.17,보통,보통
2018-04-19 03,66.05,51.47,10.33,43.86,25.52,보통,보통
2018-04-19 04,64.2,51.94,9.9,45.56,26.19,보통,보통
2018-04-19 05,63.66,53.17,9.47,46.21,28.53,보통,보통
2018-04-19 06,62.52,54.52,9.57,45.13,32.04,보통,보통
2018-04-19 07,68.58,54.91,11.19,39.13,36.89,보통,나쁨
2018-04-19 08,69.73,54.96,13.16,28.5,37.67,보통,나쁨
2018-04-19 09,64.05,56.14,14.63,20.17,34.75,보통,보통
2018-04-19 10,64.87,56.46,15.89,19.08,36.17,보통,나쁨
2018-04-19 11,62.41,56.53,17.23,16.35,36.02,보통,나쁨
2018-04-19 12,60.68,54.89,18.61,13.9,36.89,보통,나쁨
2018-04-19 13,62.66,54.76,19.88,12.52,37.11,보통,나쁨
2018-04-19 14,71.92,55.07,20.57,14.82,41.76,보통,나쁨
2018-04-19 15,76.22,55.26,20.42,17.37,42.32,보통,나쁨
2018-04-19 16,84.82,55.49,20.26,21.05,42.04,나쁨,나쁨
2018-04-19 17,89.99,55.08,19.85,24.16,41.58,나쁨,나쁨
2018-04-19 18,95.07,54.86,18.73,26.64,43.82,나쁨,나쁨
2018-04-19 19,101.62,54.56,17.18,29.13,47.54,나쁨,나쁨
2018-04-19 20,89.97,54.41,15.87,32.73,44.46,나쁨,나쁨
2018-04-19 21,79.81,54.52,15.04,36.96,41.75,보통,나쁨
2018-04-19 22,71.69,54.6,14.51,40.12,38.56,보통,나쁨
2018-04-19 23,61.82,53.98,13.95,43.76,32.91,보통,보통
2018-04-20 00,59.92,53.15,13.59,48.35,32.61,보통,보통
2018-04-20 01,56.24,52.62,13.23,52.53,32.06,보통,보통
2018-04-20 02,57.76,51.91,13.16,52.39,34.44,보통,보통
2018-04-20 03,59.38,51.44,13.17,52.06,34.5,보통,보통
2018-04-20 04,59.32,51.82,12.72,54.13,33.89,보통,보통
2018-04-20 05,61.5,53.15,12.56,54.75,36.0,보통,나쁨
2018-04-20 06,62.71,54.41,12.74,54.53,36.57,보통,나쁨
2018-04-20 07,75.98,54.83,14.08,49.51,43.92,보통,나쁨
2018-04-20 08,95.63,55.12,15.96,42.15,54.7,나쁨,나쁨
2018-04-20 09,97.65,54.93,18.04,35.57,54.85,나쁨,나쁨
2018-04-20 10,96.6,55.56,20.13,30.93,53.07,나쁨,나쁨
2018-04-20 11,95.58,55.28,21.71,28.8,50.94,나쁨,나쁨
2018-04-20 12,95.91,55.23,23.33,26.39,48.78,나쁨,나쁨
2018-04-20 13,95.62,54.86,25.06,24.23,46.38,나쁨,나쁨
2018-04-20 14,103.68,55.14,26.03,23.17,51.79,나쁨,나쁨
2018-04-20 15,117.66,55.14,26.02,23.27,58.78,나쁨,나쁨
2018-04-20 16,120.89,55.17,25.49,25.46,61.16,나쁨,나쁨
2018-04-20 17,144.08,55.05,25.07,27.15,76.55,나쁨,매우 나쁨
2018-04-20 18,150.07,55.04,24.02,29.2,82.36,나쁨,매우 나쁨
2018-04-20 19,141.34,54.71,22.47,32.52,75.13,나쁨,나쁨
2018-04-20 20,131.19,54.53,20.79,38.23,67.47,나쁨,나쁨
2018-04-20 21,129.4,54.53,19.66,41.54,63.13,나쁨,나쁨
2018-04-20 22,115.78,54.41,18.72,44.68,54.9,나쁨,나쁨
2018-04-20 23,88.12,54.17,17.69,48.21,42.8,나쁨,나쁨
2018-04-21 00,87.88,53.3,17.0,50.42,44.08,나쁨,나쁨
2018-04-21 01,87.67,52.7,16.39,52.64,44.92,나쁨,나쁨
2018-04-21 02,91.56,52.41,15.81,54.36,48.29,나쁨,나쁨
2018-04-21 03,95.33,51.95,15.35,54.3,53.28,나쁨,나쁨
2018-04-21 04,95.76,51.99,14.55,56.99,55.58,나쁨,나쁨
2018-04-21 05,100.33,52.81,13.9,58.84,58.81,나쁨,나쁨
2018-04-21 06,100.1,53.88,14.08,59.86,60.2,나쁨,나쁨
2018-04-21 07,100.84,54.11,15.7,55.49,61.26,나쁨,나쁨
2018-04-21 08,143.81,54.56,18.34,44.47,88.21,나쁨,매우 나쁨
2018-04-21 09,120.93,54.88,20.68,27.53,75.62,나쁨,나쁨
2018-04-21 10,100.53,54.85,22.56,17.72,62.9,나쁨,나쁨
2018-04-21 11,71.58,55.22,23.76,10.2,43.02,보통,나쁨
2018-04-21 12,55.71,55.55,24.57,6.63,30.55,보통,보통
2018-04-21 13,47.78,56.32,25.19,7.24,23.84,보통,보통
2018-04-21 14,45.18,56.75,25.05,7.66,23.81,보통,보통
2018-04-21 15,43.25,56.86,24.81,7.81,21.61,보통,보통
2018-04-21 16,39.02,56.46,24.29,8.06,17.39,보통,보통
2018-04-21 17,36.24,56.71,23.12,7.3,16.44,보통,보통
2018-04-21 18,35.77,55.44,22.14,6.4,16.63,보통,보통
2018-04-21 19,35.74,54.93,20.68,11.2,15.85,보통,좋음
2018-04-21 20,37.81,54.82,19.44,14.93,17.88,보통,보통
2018-04-21 21,39.65,54.43,18.55,18.65,18.6,보통,보통
2018-04-21 22,39.36,54.17,17.7,22.86,19.53,보통,보통
2018-04-21 23,39.94,53.88,17.44,27.82,20.43,보통,보통
2018-04-22 00,40.15,53.12,17.36,32.44,21.03,보통,보통
2018-04-22 01,39.55,52.34,17.04,33.13,19.84,보통,보통
2018-04-22 02,37.34,51.73,17.27,26.88,18.79,보통,보통
2018-04-22 03,37.35,51.36,17.21,28.28,18.69,보통,보통
2018-04-22 04,37.63,51.34,16.6,32.35,19.1,보통,보통
2018-04-22 05,38.97,51.79,16.69,33.05,19.31,보통,보통
2018-04-22 06,39.93,52.56,16.81,33.77,21.37,보통,보통
2018-04-22 07,42.49,52.93,17.47,32.62,23.13,보통,보통
2018-04-22 08,44.48,53.41,17.83,36.6,24.24,보통,보통
2018-04-22 09,41.67,54.14,17.33,47.82,22.19,보통,보통
2018-04-22 10,42.39,54.35,17.88,48.12,22.97,보통,보통
2018-04-22 11,43.56,54.24,19.16,40.95,23.39,보통,보통
2018-04-22 12,42.7,54.6,20.72,32.02,22.51,보통,보통
2018-04-22 13,43.46,54.3,21.64,26.57,20.77,보통,보통
2018-04-22 14,43.04,54.71,21.55,28.09,20.63,보통,보통
2018-04-22 15,41.09,54.72,19.88,41.73,20.67,보통,보통
2018-04-22 16,38.39,54.72,19.24,45.97,19.56,보통,보통
2018-04-22 17,38.72,55.42,17.3,56.4,22.29,보통,보통
2018-04-22 18,41.63,54.87,16.23,55.01,24.1,보통,보통
2018-04-22 19,40.74,55.22,14.66,61.11,23.87,보통,보통
2018-04-22 20,44.07,55.58,12.8,72.91,26.34,보통,보통
2018-04-22 21,49.69,55.85,12.21,77.43,29.12,보통,보통
2018-04-22 22,45.95,55.11,11.8,79.72,26.78,보통,보통
2018-04-22 23,40.53,54.49,11.34,81.14,26.62,보통,보통
2018-04-23 00,34.42,53.06,11.06,79.03,25.52,보통,보통
2018-04-23 01,31.47,52.21,11.09,77.24,22.94,보통,보통
2018-04-23 02,27.78,51.85,10.42,81.88,20.35,좋음,보통
2018-04-23 03,24.75,52.19,10.15,82.29,17.89,좋음,보통
2018-04-23 04,21.8,52.69,9.8,83.21,16.58,좋음,보통
2018-04-23 05,19.03,55.14,9.74,83.13,14.52,좋음,좋음
2018-04-23 06,15.96,56.8,9.61,83.86,10.45,좋음,좋음
2018-04-23 07,14.37,57.51,9.49,83.3,8.69,좋음,좋음
2018-04-23 08,15.53,57.91,9.25,83.06,9.23,좋음,좋음
2018-04-23 09,14.18,57.43,9.16,83.13,8.96,좋음,좋음
2018-04-23 10,12.33,56.62,9.49,80.83,6.8,좋음,좋음
2018-04-23 11,11.66,57.83,9.48,83.3,5.88,좋음,좋음
2018-04-23 12,10.65,56.98,9.67,84.08,5.83,좋음,좋음
2018-04-23 13,10.38,57.24,9.92,84.15,6.77,좋음,좋음
2018-04-23 14,10.18,56.76,10.01,84.06,7.52,좋음,좋음
2018-04-23 15,8.25,56.62,10.11,83.54,5.91,좋음,좋음
2018-04-23 16,8.49,55.81,10.19,82.53,5.55,좋음,좋음
2018-04-23 17,9.17,56.18,10.1,83.5,4.72,좋음,좋음
2018-04-23 18,10.7,56.36,10.12,82.77,4.84,좋음,좋음
2018-04-23 19,9.94,55.9,10.13,82.24,4.25,좋음,좋음
2018-04-23 20,9.24,55.89,10.23,80.69,4.85,좋음,좋음
2018-04-23 21,8.6,55.39,10.4,79.45,4.5,좋음,좋음
2018-04-23 22,8.63,54.91,10.66,77.16,3.38,좋음,좋음
2018-04-23 23,7.86,54.37,10.93,74.2,3.12,좋음,좋음
2018-04-24 00,5.92,53.73,10.93,73.48,1.86,좋음,좋음
2018-04-24 01,4.46,53.13,11.06,71.58,1.93,좋음,좋음
2018-04-24 02,5.95,52.96,10.45,79.4,2.42,좋음,좋음
2018-04-24 03,6.69,52.14,10.17,82.08,2.71,좋음,좋음
2018-04-24 04,6.74,52.25,10.13,81.51,3.08,좋음,좋음
2018-04-24 05,6.42,53.41,10.46,77.5,1.94,좋음,좋음
2018-04-24 06,6.08,54.94,10.66,74.77,2.29,좋음,좋음
2018-04-24 07,5.92,55.2,11.35,70.23,2.53,좋음,좋음
2018-04-24 08,9.23,55.35,12.37,64.86,2.41,좋음,좋음
2018-04-24 09,10.04,55.28,13.38,59.76,3.74,좋음,좋음
2018-04-24 10,9.88,55.15,14.39,53.98,4.39,좋음,좋음
2018-04-24 11,8.38,55.16,15.24,49.82,2.63,좋음,좋음
2018-04-24 12,7.3,55.28,15.89,46.7,3.12,좋음,좋음
2018-04-24 13,7.23,56.45,16.37,44.86,3.14,좋음,좋음
2018-04-24 14,8.49,55.79,16.47,43.68,4.48,좋음,좋음
2018-04-24 15,8.47,56.27,16.17,43.22,4.24,좋음,좋음
2018-04-24 16,8.91,55.21,15.79,43.63,4.73,좋음,좋음
2018-04-24 17,12.19,55.67,14.95,40.09,5.51,좋음,좋음
2018-04-24 18,16.4,55.26,14.57,31.98,8.54,좋음,좋음
2018-04-24 19,19.11,54.87,14.34,30.68,11.09,좋음,좋음
2018-04-24 20,21.86,54.55,13.67,36.05,13.24,좋음,좋음
2018-04-24 21,22.67,54.49,12.78,39.02,15.8,좋음,좋음
2018-04-24 22,22.43,54.42,12.02,40.2,14.18,좋음,좋음
2018-04-24 23,21.26,53.95,10.96,43.81,13.71,좋음,좋음
2018-04-25 00,20.3,53.39,10.12,46.01,13.92,좋음,좋음
2018-04-25 01,20.41,52.89,9.43,46.95,15.05,좋음,좋음
2018-04-25 02,20.67,52.11,9.0,47.78,14.48,좋음,좋음
2018-04-25 03,19.81,51.74,8.44,49.1,14.6,좋음,좋음
2018-04-25 04,21.82,52.21,7.94,50.2,17.23,좋음,보통
2018-04-25 05,21.97,53.42,7.58,51.04,17.03,좋음,보통
2018-04-25 06,21.85,54.9,8.07,49.54,16.94,좋음,보통
2018-04-25 07,27.31,55.26,10.12,40.74,21.91,좋음,보통
2018-04-25 08,33.41,55.58,12.59,32.41,25.49,보통,보통
2018-04-25 09,35.28,55.18,14.96,27.06,25.38,보통,보통
2018-04-25 10,34.88,55.14,17.5,20.93,25.47,보통,보통
2018-04-25 11,33.15,56.15,19.51,16.0,23.4,보통,보통
2018-04-25 12,35.62,55.95,20.96,14.77,24.9,보통,보통
2018-04-25 13,36.96,56.57,21.97,15.4,25.81,보통,보통
2018-04-25 14,39.09,56.57,22.9,15.12,28.0,보통,보통
2018-04-25 15,39.98,56.67,23.31,15.48,29.92,보통,보통
2018-04-25 16,37.13,55.38,23.29,15.83,28.69,보통,보통
2018-04-25 17,35.63,55.1,22.4,20.54,26.82,보통,보통
2018-04-25 18,35.71,55.32,20.03,28.34,25.84,보통,보통
2018-04-25 19,34.95,55.8,18.19,29.4,24.82,보통,보통
2018-04-25 20,33.63,54.59,17.37,28.02,21.92,보통,보통
2018-04-25 21,32.99,54.58,16.88,28.83,21.3,보통,보통
2018-04-25 22,33.62,54.42,16.18,31.77,24.11,보통,보통
2018-04-25 23,32.82,54.06,15.08,38.12,24.39,보통,보통
2018-04-26 00,31.67,53.13,14.08,43.44,22.96,보통,보통
2018-04-26 01,33.06,52.75,13.38,47.56,23.74,보통,보통
2018-04-26 02,32.14,52.06,12.78,52.43,23.24,보통,보통
2018-04-26 03,31.94,51.58,12.23,56.94,22.72,보통,보통
2018-04-26 04,32.01,51.95,11.73,60.9,22.11,보통,보통
2018-04-26 05,33.33,53.45,11.52,63.44,22.66,보통,보통
2018-04-26 06,34.24,54.68,11.98,62.09,23.69,보통,보통
2018-04-26 07,36.69,55.08,13.28,56.33,26.45,보통,보통
2018-04-26 08,38.89,55.69,14.58,50.38,27.88,보통,보통
2018-04-26 09,43.31,55.26,16.6,43.54,30.15,보통,보통
2018-04-26 10,48.52,55.15,18.25,37.53,32.04,보통,보통
2018-04-26 11,51.69,55.1,19.34,33.32,31.15,보통,보통
2018-04-26 12,59.01,55.28,20.63,28.06,35.86,보통,보통
2018-04-26 13,59.2,55.48,21.71,23.48,38.94,보통,나쁨
2018-04-26 14,52.2,56.4,22.12,19.4,36.34,보통,나쁨
2018-04-26 15,51.22,55.77,21.89,18.12,37.35,보통,나쁨
2018-04-26 16,43.06,55.23,21.55,18.51,32.54,보통,보통
2018-04-26 17,51.33,55.28,19.46,31.78,37.0,보통,나쁨
2018-04-26 18,49.14,55.44,16.62,38.09,34.68,보통,보통
2018-04-26 19,56.19,55.61,15.83,38.84,38.77,보통,나쁨
2018-04-26 20,48.2,55.14,15.18,43.77,32.77,보통,보통
2018-04-26 21,32.01,54.8,14.28,49.68,22.35,보통,보통
2018-04-26 22,29.0,54.7,13.68,49.84,20.19,좋음,보통
2018-04-26 23,27.89,54.17,13.31,49.74,18.75,좋음,보통
2018-04-27 00,29.3,53.57,13.11,48.94,20.77,좋음,보통
2018-04-27 01,31.61,52.87,12.78,48.84,23.13,보통,보통
2018-04-27 02,32.91,52.26,12.21,52.03,24.41,보통,보통
2018-04-27 03,33.9,51.79,11.77,54.48,25.81,보통,보통
2018-04-27 04,35.78,52.18,11.41,57.33,27.62,보통,보통
2018-04-27 05,36.84,53.42,11.14,60.17,29.24,보통,보통
2018-04-27 06,35.64,54.69,11.31,59.83,29.25,보통,보통
2018-04-27 07,34.56,55.53,12.72,53.48,28.24,보통,보통
2018-04-27 08,37.42,55.82,13.95,49.43,29.4,보통,보통
2018-04-27 09,42.19,55.29,15.49,45.79,30.75,보통,보통
2018-04-27 10,48.84,55.38,17.19,41.28,32.27,보통,보통
2018-04-27 11,53.46,55.37,18.75,36.45,34.92,보통,보통
2018-04-27 12,54.41,55.32,20.14,32.38,36.03,보통,나쁨
2018-04-27 13,55.89,55.81,21.6,28.64,37.27,보통,나쁨
2018-04-27 14,57.73,56.3,22.6,24.93,38.32,보통,나쁨
2018-04-27 15,57.53,56.04,23.29,23.08,38.06,보통,나쁨
2018-04-27 16,68.36,56.49,22.4,31.81,46.04,보통,나쁨
2018-04-27 17,71.25,55.85,21.09,38.0,46.04,보통,나쁨
2018-04-27 18,74.97,56.68,19.89,40.84,49.33,보통,나쁨
2018-04-27 19,74.77,55.03,18.48,38.46,51.33,보통,나쁨
2018-04-27 20,76.41,54.64,17.52,35.93,51.52,보통,나쁨
2018-04-27 21,77.91,54.8,16.36,45.65,53.95,보통,나쁨
2018-04-27 22,73.28,54.44,15.61,51.32,53.19,보통,나쁨
2018-04-27 23,72.31,54.27,15.0,54.93,52.58,보통,나쁨
2018-04-28 00,75.56,53.52,14.37,58.79,55.61,보통,나쁨
2018-04-28 01,83.06,52.99,13.77,61.57,60.96,나쁨,나쁨
2018-04-28 02,83.7,52.64,13.2,63.95,60.85,나쁨,나쁨
2018-04-28 03,81.64,52.19,12.97,64.9,60.11,나쁨,나쁨
2018-04-28 04,72.05,52.23,12.55,66.27,54.48,보통,나쁨
2018-04-28 05,69.96,52.99,12.12,69.36,52.82,보통,나쁨
2018-04-28 06,70.34,53.97,12.25,69.86,53.83,보통,나쁨
2018-04-28 07,74.98,54.27,13.7,63.55,57.03,보통,나쁨
2018-04-28 08,77.34,54.63,15.61,54.43,57.65,보통,나쁨
2018-04-28 09,72.76,54.99,17.46,43.52,54.29,보통,나쁨
2018-04-28 10,67.35,56.03,18.97,33.0,49.07,보통,나쁨
2018-04-28 11,64.24,55.35,20.19,26.16,43.12,보통,나쁨
2018-04-28 12,59.64,55.62,21.13,24.73,35.78,보통,보통
2018-04-28 13,49.97,56.13,21.6,22.51,26.96,보통,보통
2018-04-28 14,46.34,56.57,21.61,19.93,24.59,보통,보통
2018-04-28 15,44.9,57.17,21.1,19.68,22.82,보통,보통
2018-04-28 16,47.0,57.56,20.63,21.54,21.15,보통,보통
2018-04-28 17,50.14,57.95,19.82,24.27,21.81,보통,보통
2018-04-28 18,47.49,56.85,18.34,25.02,20.6,보통,보통
2018-04-28 19,46.01,55.79,16.88,25.94,19.61,보통,보통
2018-04-28 20,45.82,55.24,15.92,27.55,21.0,보통,보통
2018-04-28 21,48.07,54.41,15.01,33.05,23.92,보통,보통
2018-04-28 22,49.47,54.25,14.23,38.68,25.58,보통,보통
2018-04-28 23,50.23,53.74,13.63,41.98,25.27,보통,보통
2018-04-29 00,49.61,52.89,13.24,44.65,24.51,보통,보통
2018-04-29 01,49.52,52.35,12.84,45.84,23.99,보통,보통
2018-04-29 02,49.44,51.93,12.32,48.87,23.57,보통,보통
2018-04-29 03,47.96,51.56,11.91,51.38,23.74,보통,보통
2018-04-29 04,45.73,51.58,11.57,52.35,23.82,보통,보통
2018-04-29 05,44.74,51.83,11.37,53.07,25.07,보통,보통
2018-04-29 06,41.78,53.52,11.65,51.76,24.37,보통,보통
2018-04-29 07,45.51,56.36,13.09,46.03,26.06,보통,보통
2018-04-29 08,51.27,54.81,15.05,38.69,29.56,보통,보통
2018-04-29 09,50.55,53.79,17.26,32.03,28.07,보통,보통
2018-04-29 10,48.32,53.94,19.16,26.08,25.27,보통,보통
2018-04-29 11,49.99,53.87,20.39,23.44,25.61,보통,보통
2018-04-29 12,57.63,54.28,21.45,23.47,28.51,보통,보통
2018-04-29 13,66.36,54.99,22.19,22.61,33.32,보통,보통
2018-04-29 14,71.62,55.46,22.28,20.46,39.14,보통,나쁨
2018-04-29 15,71.31,55.27,22.49,19.36,42.18,보통,나쁨
2018-04-29 16,70.34,54.82,22.23,21.31,43.01,보통,나쁨
2018-04-29 17,69.99,56.32,21.14,24.67,44.96,보통,나쁨
2018-04-29 18,73.11,54.9,19.61,28.14,49.95,보통,나쁨
2018-04-29 19,80.4,54.19,18.38,32.56,53.0,보통,나쁨
2018-04-29 20,78.46,54.03,17.66,35.75,47.23,보통,나쁨
2018-04-29 21,76.2,54.02,17.03,38.12,51.05,보통,나쁨
2018-04-29 22,75.01,54.17,16.75,39.54,51.14,보통,나쁨
2018-04-29 23,73.59,53.29,16.22,43.42,50.83,보통,나쁨
2018-04-30 00,73.93,52.62,15.82,47.52,52.18,보통,나쁨
2018-04-30 01,76.29,52.06,15.51,51.07,53.63,보통,나쁨
2018-04-30 02,79.72,51.32,15.45,51.92,57.54,보통,나쁨
2018-04-30 03,81.05,51.05,15.58,51.38,60.01,나쁨,나쁨
2018-04-30 04,82.81,51.54,15.84,50.97,61.48,나쁨,나쁨
2018-04-30 05,84.02,52.82,15.98,53.69,62.53,나쁨,나쁨
2018-04-30 06,86.32,54.28,16.09,58.36,62.96,나쁨,나쁨
2018-04-30 07,91.61,54.62,16.32,64.18,65.32,나쁨,나쁨
2018-04-30 08,92.43,55.17,17.4,60.32,63.03,나쁨,나쁨
2018-04-30 09,94.38,54.97,18.81,51.74,62.03,나쁨,나쁨
2018-04-30 10,94.36,54.98,20.19,46.67,64.25,나쁨,나쁨
2018-04-30 11,89.61,55.25,21.55,44.31,62.78,나쁨,나쁨
2018-04-30 12,82.92,55.22,22.8,40.61,58.99,나쁨,나쁨
2018-04-30 13,84.81,56.04,23.74,38.92,59.88,나쁨,나쁨
2018-04-30 14,103.33,55.86,24.12,40.72,73.09,나쁨,나쁨
2018-04-30 15,108.15,55.33,24.29,40.83,75.53,나쁨,나쁨
2018-04-30 16,93.1,55.3,24.4,41.23,64.37,나쁨,나쁨
2018-04-30 17,84.38,55.23,23.36,46.63,57.44,나쁨,나쁨
2018-04-30 18,75.44,55.34,22.25,51.25,50.97,보통,나쁨
2018-04-30 19,74.58,55.56,20.94,57.34,51.33,보통,나쁨
2018-04-30 20,78.22,55.58,20.27,60.39,52.58,보통,나쁨
2018-04-30 21,84.78,55.5,19.53,63.55,53.69,나쁨,나쁨
2018-04-30 22,87.48,54.42,18.82,66.94,54.83,나쁨,나쁨
2018-04-30 23,81.98,53.8,18.94,68.36,51.62,나쁨,나쁨
2018-05-01 00,68.31,53.02,19.12,70.17,43.55,보통,나쁨
2018-05-01 01,58.06,52.68,18.8,73.45,37.2,보통,나쁨
2018-05-01 02,74.58,52.2,18.66,74.05,47.34,보통,나쁨
2018-05-01 03,77.86,51.81,18.62,74.06,52.39,보통,나쁨
2018-05-01 04,75.23,51.72,18.7,74.58,54.3,보통,나쁨
2018-05-01 05,96.55,52.57,18.66,72.88,69.14,나쁨,나쁨
2018-05-01 06,106.95,53.7,18.71,71.71,77.45,나쁨,매우 나쁨
2018-05-01 07,105.15,54.17,19.15,70.03,77.8,나쁨,매우 나쁨
2018-05-01 08,97.07,54.63,20.31,64.89,71.88,나쁨,나쁨
2018-05-01 09,84.3,54.87,21.69,58.55,63.4,나쁨,나쁨
2018-05-01 10,72.51,54.96,23.12,52.41,54.34,보통,나쁨
2018-05-01 11,74.06,55.16,22.58,55.61,55.02,보통,나쁨
2018-05-01 12,76.74,55.21,23.21,55.29,56.28,보통,나쁨
2018-05-01 13,81.84,55.4,23.7,53.09,59.57,나쁨,나쁨
2018-05-01 14,73.26,55.59,23.4,54.34,51.97,보통,나쁨
2018-05-01 15,76.43,55.25,23.27,53.78,55.57,보통,나쁨
2018-05-01 16,69.64,55.6,22.8,54.74,51.6,보통,나쁨
2018-05-01 17,62.49,54.8,22.27,56.72,45.16,보통,나쁨
2018-05-01 18,63.53,54.83,21.96,58.12,45.21,보통,나쁨
2018-05-01 19,56.36,54.5,21.51,60.05,40.62,보통,나쁨
2018-05-01 20,58.06,54.18,21.08,62.03,42.76,보통,나쁨
2018-05-01 21,59.04,54.08,20.92,63.16,43.9,보통,나쁨
2018-05-01 22,65.96,53.8,20.97,63.03,48.35,보통,나쁨
2018-05-01 23,85.02,53.15,21.02,63.32,62.23,나쁨,나쁨
2018-05-02 00,100.32,52.32,20.67,65.12,74.24,나쁨,나쁨
2018-05-02 01,94.07,51.45,20.0,67.83,69.82,나쁨,나쁨
2018-05-02 02,89.71,51.04,19.35,70.42,67.78,나쁨,나쁨
2018-05-02 03,91.67,50.73,19.18,71.58,70.25,나쁨,나쁨
2018-05-02 04,92.32,51.24,19.18,72.08,71.18,나쁨,나쁨
2018-05-02 05,85.16,52.91,18.42,78.93,66.66,나쁨,나쁨
2018-05-02 06,90.71,54.75,18.14,79.47,63.55,나쁨,나쁨
2018-05-02 07,92.7,55.3,17.82,81.39,58.04,나쁨,나쁨
2018-05-02 08,70.21,54.91,17.74,79.82,53.6,보통,나쁨
2018-05-02 09,64.11,55.25,18.01,76.95,51.19,보통,나쁨
2018-05-02 10,53.8,54.89,18.42,74.13,44.76,보통,나쁨
2018-05-02 11,52.56,55.95,17.85,77.78,42.59,보통,나쁨
2018-05-02 12,48.59,56.72,17.09,84.09,39.38,보통,나쁨
2018-05-02 13,41.09,55.73,17.39,80.75,33.24,보통,보통
2018-05-02 14,67.62,55.4,17.84,78.98,54.82,보통,나쁨
2018-05-02 15,47.24,56.37,16.31,81.99,36.48,보통,나쁨
2018-05-02 16,55.96,56.03,15.02,80.45,43.85,보통,나쁨
2018-05-02 17,51.36,55.24,14.33,77.89,40.72,보통,나쁨
2018-05-02 18,38.05,54.97,13.78,80.2,30.09,보통,보통
2018-05-02 19,29.16,55.81,12.09,79.76,20.18,좋음,보통
2018-05-02 20,23.79,56.01,11.19,82.19,15.85,좋음,좋음
2018-05-02 21,16.72,55.4,11.14,77.17,13.41,좋음,좋음
