no,연도,월,일,지점,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),안개 계속시간(hr),합계 일조시간(hr),합계 일사량(MJ/m2)
66,YA,6,21,B,23.7,19.4,458.0,28.7,1645.0,,0.0,9.3,320.0,1259.0,4.4,320.0,1235.0,2.2,1882.0,14.9,32.0,1316.0,60.1,17.0,997.1,1009.1,2319,1005.5,314.0,1006.8,14.8,12.6,1200.0,3.42,28.21,,,,,,3.0,2.6,32.2,16.9,27.3,26.5,25.2,24.1,23.3,21.0,19.3,15.1,13.6,6.1,8.7,,,
67,YA,2,5,D,-8.1,-12.5,644.0,-2.4,1339.0,,0.0,14.8,320.0,1440.0,7.3,320.0,1458.0,2.3,2022.0,-16.9,21.0,1451.0,52.1,1.6,1018.0,1029.4,20,1025.1,1407.0,1027.1,10.5,9.1,1300.0,1.7,8.58,,,,,,0.9,0.9,-4.9,-16.3,-4.6,-2.9,-0.5,0.3,1.9,4.7,7.3,12.8,17.1,1.0,1.4,,,
68,YB,8,29,A,23.5,21.0,2022.0,27.0,1143.0,,0.0,10.9,270.0,1127.0,7.5,250.0,1113.0,4.5,3891.0,18.0,61.0,858.0,71.5,20.6,999.5,1005.5,2352,1002.4,501.0,1003.6,13.2,,1300.0,3.23,,,,,,,3.1,3.1,32.2,17.4,,,,,,,,,,4.7,6.7,,11.5,24.82
69,YC,1,30,A,-5.0,-6.1,822.0,-3.9,5.0,,0.0,16.8,320.0,501.0,8.0,320.0,513.0,4.3,3748.0,-12.2,47.0,1702.0,57.4,2.4,1009.9,1032.1,2147,1021.3,21.0,1028.6,10.2,8.1,,,,0.0,1.0,5.5,1.0,0.0,5.9,4.6,-0.1,-3.5,,,,,,,,,,,,,,
70,YC,1,19,F,4.1,-0.7,615.0,10.4,1358.0,,0.0,6.6,340.0,44.0,3.9,320.0,49.0,1.3,1095.0,-2.3,47.0,1333.0,63.5,5.2,1011.4,1026.7,1,1016.0,2359.0,1021.6,10.1,7.1,,,,,,,,,2.4,1.4,1.8,-3.2,,,,,,,,,,,,,,
71,YA,8,12,B,30.6,27.2,555.0,35.3,1347.0,5.0,5.0,6.9,180.0,1337.0,3.7,180.0,1106.0,1.5,1263.0,21.8,39.0,1329.0,61.3,26.3,997.4,1008.9,2359,1005.3,1450.0,1006.9,13.7,8.4,1000.0,2.87,18.23,,,,,,6.5,4.6,34.7,23.5,32.4,31.8,30.5,29.7,29.2,27.0,25.0,19.3,15.7,4.0,5.7,,,
72,YC,3,29,F,9.2,5.7,434.0,12.9,1441.0,,1.1,6.5,230.0,1612.0,4.6,200.0,1654.0,2.0,1731.0,6.5,50.0,1.0,84.4,9.7,1011.8,1023.8,151,1019.6,1818.0,1021.9,12.5,3.9,,,,,,,,,8.1,4.1,10.3,4.2,,,,,,,,,,,,,,
73,YB,8,9,G,29.3,24.7,554.0,33.6,1430.0,,0.0,5.3,200.0,1430.0,2.7,50.0,1545.0,1.1,939.0,24.4,53.0,1437.0,76.9,30.6,999.1,1009.1,1,1005.6,1541.0,1007.2,13.7,,1400.0,2.59,,,,,,,7.3,3.1,32.9,23.6,,,,,,,,,,3.5,4.9,,5.2,17.01
74,YA,11,20,I,6.9,-1.8,447.0,11.7,1429.0,,2.0,7.7,230.0,2125.0,5.1,230.0,2126.0,2.2,1868.0,-1.5,21.0,1300.0,57.8,5.8,1019.1,1026.7,942,1023.5,2124.0,1025.0,10.0,8.2,,,,,,,,,3.7,1.3,4.5,-7.2,,,,,,,,,,,,,,
75,YA,9,16,A,19.2,17.4,2358.0,20.9,1234.0,0.7,1.8,6.1,340.0,2042.0,3.8,320.0,1905.0,2.0,1771.0,18.0,81.0,2205.0,93.8,20.8,1010.4,1016.2,2212,1013.3,216.0,1014.6,12.4,0.0,1200.0,1.32,6.77,,,,,,9.6,6.0,21.1,15.1,,,,,,,,,,1.5,2.1,,,
76,YA,11,16,H,12.7,10.5,400.0,16.5,1150.0,,0.0,7.9,360.0,2337.0,4.4,360.0,2335.0,1.6,1343.0,7.5,53.0,1151.0,71.0,10.4,1012.3,1023.4,1,1019.2,1414.0,1020.7,10.3,0.0,1100.0,0.95,4.58,,,,,,8.0,6.4,12.0,3.9,13.4,13.5,14.5,14.9,16.2,18.0,19.2,20.1,19.5,1.4,2.1,,,
77,YB,12,24,D,1.2,-2.4,800.0,7.8,1458.0,,0.0,3.6,340.0,1430.0,2.1,50.0,1310.0,0.8,685.0,-3.0,30.0,1446.0,76.1,4.9,1018.8,1029.9,1015,1025.9,1559.0,1027.7,9.7,,1200.0,1.95,,,,,,,2.5,0.0,2.0,-8.3,2.8,3.2,4.7,5.3,6.3,9.4,12.0,16.9,18.4,1.1,1.6,,6.1,10.3
78,YA,1,21,E,2.4,-3.5,711.0,9.1,1518.0,,0.0,3.5,250.0,1210.0,2.5,110.0,1607.0,0.8,712.0,-7.1,20.0,1525.0,55.4,3.7,1016.0,1025.8,949,1020.4,2329.0,1022.7,10.1,7.7,1200.0,1.83,10.8,,,,,,3.4,1.3,1.7,-8.7,,,,,,,,,,1.4,1.9,,,
79,YB,4,8,H,13.1,9.5,2348.0,18.3,1325.0,,0.0,9.8,70.0,2139.0,6.7,200.0,1247.0,3.1,2648.0,6.3,34.0,1051.0,65.1,9.8,1006.2,1020.5,2353,1010.0,251.0,1014.5,12.8,,1100.0,3.13,,,,,,,4.0,1.5,15.2,5.6,14.4,14.0,13.6,13.2,13.0,12.6,12.8,14.2,16.0,4.2,6.0,,11.0,23.71
80,YB,9,28,F,22.1,20.4,559.0,24.0,1114.0,1.0,2.4,3.3,70.0,1108.0,2.0,90.0,1124.0,0.8,650.0,21.6,93.0,1456.0,97.5,25.9,1008.8,1020.9,21,1016.7,1636.0,1018.4,12.0,,,,,,,,,,9.8,7.4,22.9,19.0,,,,,,,,,,,,,0.1,
81,YC,10,24,G,14.4,10.7,610.0,20.9,1356.0,0.0,0.0,5.8,360.0,1533.0,3.2,20.0,1419.0,1.0,840.0,8.8,44.0,1457.0,71.6,11.3,1015.2,1025.7,2313,1021.3,26.0,1023.9,11.0,6.7,1300.0,2.53,13.64,,,,,,2.3,2.3,15.7,5.3,,,,,,,,,,2.5,3.5,,,
82,YB,3,1,I,4.6,-2.4,710.0,11.3,1312.0,,0.0,6.4,250.0,1349.0,5.2,250.0,1343.0,2.0,1746.0,-4.4,29.0,1048.0,53.4,4.5,1016.4,1023.8,928,1020.7,2.0,1022.4,11.3,,,,,,,,,,0.7,0.0,3.5,-7.6,,,,,,,,,,,,,10.1,
83,YB,12,7,B,-2.4,-5.5,154.0,1.2,1603.0,,0.1,5.7,50.0,957.0,3.1,50.0,1000.0,1.7,1441.0,-8.2,48.0,9.0,65.0,3.4,1018.9,1033.1,1,1028.1,1520.0,1029.9,9.7,,1500.0,0.55,,0.0,,0.0,,0.0,6.6,6.5,-1.3,-9.7,-0.3,1.0,2.8,4.1,5.7,10.2,13.2,17.6,17.8,0.5,0.7,,1.1,2.86
84,YC,3,11,G,8.7,-0.2,711.0,18.7,1551.0,,0.0,8.1,270.0,1640.0,3.8,270.0,1640.0,1.0,896.0,-8.1,11.0,1543.0,35.6,3.4,1014.4,1025.1,854,1020.5,1548.0,1023.3,11.8,10.3,1200.0,2.92,19.76,,,,,,1.5,0.0,9.4,-6.7,,,,,,,,,,3.8,5.5,,,
85,YA,7,18,C,26.1,22.4,601.0,30.2,1623.0,,0.0,6.9,360.0,1742.0,4.8,340.0,1752.0,2.2,1942.0,22.2,54.0,1450.0,81.0,26.8,1004.0,1013.0,801,1010.5,1715.0,1011.8,14.5,13.0,1200.0,3.39,27.78,,,,,,1.9,1.6,30.4,19.9,27.5,27.2,26.8,26.1,25.0,22.4,20.0,16.1,13.2,5.3,7.5,2.5,,
86,YC,2,24,B,-0.8,-5.8,558.0,4.4,1412.0,,0.0,8.8,270.0,1435.0,5.5,250.0,1443.0,2.2,1891.0,-10.3,22.0,1310.0,51.3,2.9,1013.4,1026.1,807,1023.0,1643.0,1024.4,11.2,9.0,1200.0,2.29,14.28,,,,,,2.1,2.1,1.5,-8.0,0.8,1.0,1.6,2.0,1.9,3.8,6.3,11.8,15.3,1.7,2.5,,,
87,YA,6,22,I,21.1,15.5,545.0,28.5,1206.0,,0.0,7.4,250.0,1417.0,5.1,250.0,1418.0,2.0,1716.0,15.0,34.0,1619.0,70.4,17.1,1003.2,1010.5,706,1006.9,1641.0,1008.7,14.8,10.3,,,,,,,,,,,28.4,14.9,,,,,,,,,,,,,,
88,YB,7,24,F,27.7,24.9,523.0,32.0,1355.0,,0.0,5.4,230.0,1402.0,3.8,230.0,1404.0,2.4,2058.0,23.5,59.0,1322.0,78.8,28.9,995.7,1006.3,2254,1003.8,1418.0,1005.0,14.2,,,,,,,,,,6.8,3.0,28.9,22.4,,,,,,,,,,,,,3.9,
89,YB,2,22,B,4.0,-1.6,606.0,10.8,1603.0,,0.0,6.9,290.0,1412.0,3.7,270.0,1432.0,1.5,1292.0,-4.7,28.0,1352.0,56.1,4.3,1011.3,1025.3,34,1018.9,1647.0,1022.0,11.1,,1300.0,2.34,,,,,,,5.4,0.0,4.0,-7.1,2.8,2.2,1.9,1.7,1.6,3.6,5.9,11.1,14.8,2.3,3.2,,9.5,15.33
90,YB,6,11,E,19.4,16.4,412.0,25.3,1315.0,,0.0,7.5,110.0,2018.0,5.6,110.0,1941.0,2.7,2332.0,12.0,39.0,1319.0,63.9,14.1,1002.7,1010.7,2302,1007.0,1626.0,1009.0,14.6,,1300.0,3.32,,,,,,,5.9,5.6,25.3,14.9,,,,,,,,,,4.6,6.5,,9.3,23.2
91,YC,9,30,H,20.2,15.2,613.0,25.6,1134.0,,0.0,7.5,200.0,1507.0,5.3,200.0,1430.0,2.3,1988.0,8.9,29.0,1136.0,48.9,11.6,1014.1,1023.5,939,1019.7,15.0,1022.3,11.9,11.5,1200.0,2.54,18.16,,,,,,0.5,0.0,20.4,8.8,21.0,20.8,21.7,22.1,23.5,24.0,23.6,21.2,19.1,3.8,5.4,,,
92,YA,2,8,B,-4.4,-9.7,722.0,2.0,1548.0,,0.0,5.8,290.0,1426.0,3.0,270.0,1413.0,1.2,1032.0,-15.7,23.0,1409.0,43.3,1.8,1014.0,1026.6,912,1023.6,2241.0,1025.1,10.6,9.2,1200.0,2.11,13.05,,,,,,0.3,0.0,-3.9,-16.9,-3.3,-2.7,-1.7,-1.0,0.1,3.3,6.1,12.4,15.8,1.5,2.2,,,
93,YB,5,19,G,20.9,19.4,341.0,22.7,1033.0,0.0,0.0,10.3,140.0,1642.0,4.3,160.0,1644.0,2.1,1789.0,18.5,73.0,1038.0,87.0,21.4,999.7,1010.7,9,1005.8,2355.0,1008.1,14.1,,1000.0,1.3,,,,,,,9.4,7.9,19.7,17.8,,,,,,,,,,1.3,1.9,,0.0,7.11
94,YA,9,25,E,16.8,10.4,627.0,23.7,1347.0,,0.0,10.6,90.0,1624.0,6.3,110.0,1625.0,1.8,1589.0,10.0,36.0,1348.0,67.3,12.3,1012.8,1020.4,825,1016.9,1432.0,1019.1,12.1,10.7,1200.0,3.05,20.1,,,,,,2.8,1.6,19.0,7.5,,,,,,,,,,3.6,5.1,,,
95,YB,4,12,C,9.9,6.2,539.0,14.8,1604.0,,0.0,8.4,250.0,1500.0,5.3,270.0,1533.0,2.5,2183.0,3.9,33.0,1619.0,69.9,8.1,1009.9,1020.5,2339,1016.0,204.0,1018.3,13.0,,1200.0,3.22,,,,,,,1.6,0.0,12.2,1.8,10.3,10.1,9.9,9.5,9.2,8.7,8.5,9.3,12.1,3.7,5.3,,11.0,23.71
96,YC,11,22,E,5.9,1.3,205.0,10.8,1422.0,,0.0,9.3,320.0,2338.0,5.1,290.0,2326.0,1.4,1212.0,-2.9,39.0,1422.0,54.0,5.0,1011.7,1023.1,10,1015.5,1610.0,1018.3,10.1,0.9,1000.0,0.93,4.48,,,,,,8.4,3.5,5.7,-5.3,,,,,,,,,,1.7,2.4,,,
97,YC,11,23,E,3.4,0.1,2353.0,7.2,1312.0,,0.0,11.6,340.0,142.0,6.2,290.0,1417.0,3.2,2766.0,-8.6,20.0,1019.0,43.0,3.3,1014.1,1023.2,2304,1018.5,2.0,1020.8,10.1,6.5,1000.0,1.77,8.87,,,,,,2.5,2.5,2.6,-6.7,,,,,,,,,,1.6,2.3,,,
98,YC,6,8,I,17.9,15.3,2344.0,21.0,1041.0,,0.0,8.4,250.0,1307.0,6.0,250.0,1311.0,3.0,2566.0,14.3,66.0,1818.0,80.0,16.3,1004.4,1011.4,840,1008.4,37.0,1009.9,14.7,8.2,,,,,,,,,,,20.0,11.9,,,,,,,,,,,,,,
99,YC,4,18,D,13.8,10.3,2359.0,21.5,1329.0,0.5,0.5,12.2,250.0,1402.0,5.4,200.0,1219.0,2.4,2079.0,9.2,50.0,2223.0,75.5,11.9,992.2,1005.3,2335,995.0,1440.0,1000.3,13.2,6.4,1200.0,2.67,16.84,,,,,,4.0,3.5,15.1,7.2,15.4,15.3,15.2,15.1,14.8,13.5,12.1,12.0,14.7,2.9,4.2,,,
100,YC,11,1,A,14.4,13.0,2131.0,16.8,1319.0,,0.0,12.8,290.0,220.0,8.7,270.0,54.0,5.1,4366.0,10.2,55.0,1112.0,77.0,12.5,1002.2,1020.7,912,1018.4,1405.0,1019.5,10.6,5.7,,,,,,,,,8.3,2.0,16.2,11.4,,,,,,,,,,,,,,
101,YC,4,8,D,16.7,10.2,619.0,24.6,1513.0,,0.0,6.9,320.0,1425.0,4.2,340.0,1432.0,1.4,1237.0,9.0,34.0,1344.0,63.8,11.5,1004.1,1014.6,818,1008.9,1609.0,1012.3,12.9,9.8,1300.0,3.23,23.79,,,,,,6.1,1.3,18.0,7.0,16.4,16.2,15.8,15.1,13.2,11.4,10.5,11.6,14.9,4.1,5.8,,,
102,YA,5,4,I,13.7,10.0,603.0,18.2,1543.0,,0.0,13.2,250.0,1617.0,7.9,250.0,1636.0,4.4,3825.0,3.7,34.0,1559.0,52.6,8.0,1006.1,1014.6,2346,1009.8,113.0,1011.8,13.9,12.3,,,,,,,,,,,16.9,4.9,,,,,,,,,,,,,,
103,YA,1,10,H,-0.7,-4.8,2355.0,2.5,1320.0,,0.2,11.5,20.0,1627.0,8.1,250.0,332.0,4.1,3511.0,-9.4,39.0,1530.0,51.9,3.1,1008.0,1022.2,2240,1013.5,445.0,1016.8,10.0,7.5,1100.0,1.81,9.68,1.3,1025.0,1.3,1025.0,1.3,2.1,2.1,1.7,-6.8,3.2,3.5,4.8,5.7,6.3,10.0,12.8,17.4,18.7,1.4,2.1,,,
104,YA,11,22,E,5.6,1.5,2354.0,9.0,1425.0,,0.0,10.1,320.0,1540.0,5.7,290.0,926.0,3.5,3024.0,-9.6,13.0,1333.0,36.3,3.2,1018.1,1027.3,2400,1021.5,1.0,1024.8,10.1,9.0,1200.0,2.1,12.6,,,,,,1.1,0.5,7.1,-5.1,,,,,,,,,,2.8,4.0,,,
105,YB,6,24,D,24.9,19.1,501.0,30.6,1428.0,,0.0,5.3,90.0,1151.0,2.7,230.0,1815.0,1.3,1140.0,17.2,44.0,1346.0,63.9,19.6,1004.5,1015.7,2355,1009.9,4.0,1012.4,14.6,,1100.0,3.67,,,,,,,2.8,2.5,31.8,14.7,29.5,28.3,27.9,27.3,24.7,21.8,19.7,16.1,15.1,5.1,7.3,,11.9,27.58
106,YA,10,10,E,15.3,11.9,2323.0,19.2,1529.0,,0.0,9.2,320.0,1244.0,5.7,320.0,1247.0,2.7,2340.0,6.3,33.0,1532.0,57.6,10.0,1009.9,1020.6,2342,1013.1,453.0,1016.3,11.5,5.3,1200.0,2.26,10.28,,,,,,7.9,3.4,16.0,8.3,,,,,,,,,,3.4,4.8,,,
107,YA,1,20,B,2.2,-1.0,137.0,6.9,1544.0,,0.0,6.8,340.0,1416.0,3.6,290.0,1425.0,1.6,1361.0,-5.3,42.0,1558.0,57.6,4.2,1012.0,1024.4,2341,1020.5,1621.0,1022.7,10.0,5.3,1100.0,0.85,4.51,,,,,,5.1,5.1,0.2,-8.7,0.2,0.0,0.4,0.9,2.0,4.6,7.5,13.8,16.8,1.0,1.4,,,
108,YA,1,14,F,2.5,-3.8,724.0,9.4,1431.0,,0.0,6.6,200.0,1449.0,4.2,230.0,1628.0,1.9,1658.0,-4.3,32.0,1328.0,63.6,4.5,1019.2,1034.0,758,1025.7,2356.0,1029.7,10.0,8.5,,,,,,,,,1.3,0.3,-0.4,-8.0,,,,,,,,,,,,,,
109,YA,7,4,I,25.1,21.3,2203.0,29.8,1247.0,,0.0,7.9,250.0,1522.0,5.3,250.0,1555.0,2.6,2212.0,20.8,58.0,1012.0,77.8,24.6,992.8,1002.1,2254,995.8,253.0,998.2,14.7,11.1,,,,,,,,,,,30.4,20.6,,,,,,,,,,,,,,
110,YA,4,27,B,15.7,9.7,521.0,23.3,1516.0,,0.0,7.4,270.0,1636.0,3.8,290.0,1654.0,1.7,1473.0,5.5,27.0,1457.0,52.9,9.1,1004.2,1016.9,2358,1012.4,315.0,1014.3,13.6,11.3,1200.0,2.99,22.9,,,,,,0.1,0.1,19.3,4.8,16.6,15.8,14.8,14.0,13.6,12.4,12.0,11.2,13.0,4.4,6.2,,,
111,YA,3,29,F,14.6,10.1,2343.0,20.3,1117.0,,0.0,8.5,70.0,1558.0,5.5,90.0,1342.0,2.7,2346.0,7.1,44.0,1118.0,61.6,10.1,1010.3,1024.9,2321,1016.5,15.0,1020.2,12.5,6.5,,,,,,,,,2.4,1.8,13.5,8.0,,,,,,,,,,,,,,
112,YB,4,24,D,17.7,15.3,220.0,21.1,1722.0,8.0,21.8,4.8,230.0,1915.0,2.5,200.0,1904.0,0.8,726.0,16.1,77.0,1733.0,90.9,18.3,999.0,1010.6,1,1005.1,1744.0,1007.0,13.4,,1300.0,1.31,,,,,,,8.1,6.6,19.1,13.2,18.2,17.7,17.6,17.4,15.8,13.3,12.0,12.1,14.7,1.4,2.0,,1.4,8.67
113,YB,5,16,G,23.3,17.6,613.0,30.7,1417.0,,0.0,8.4,200.0,1355.0,5.2,180.0,1359.0,1.7,1440.0,11.6,23.0,1409.0,51.0,13.8,1003.8,1013.9,2359,1010.2,1622.0,1012.0,14.0,,1200.0,3.54,,,,,,,4.9,0.3,29.5,14.1,,,,,,,,,,6.3,8.9,,12.5,28.23
114,YC,3,22,A,6.0,3.2,557.0,10.0,1310.0,,0.0,9.8,290.0,1.0,7.0,290.0,2.0,3.3,2808.0,-5.4,18.0,1532.0,47.6,4.3,1003.8,1023.0,941,1020.7,1558.0,1021.7,12.2,9.0,,,,,,,,,5.4,0.0,9.6,-1.8,,,,,,,,,,,,,,
115,YB,12,10,C,8.2,4.5,821.0,10.1,2022.0,,2.4,9.5,200.0,100.0,6.3,180.0,109.0,2.3,1993.0,6.4,75.0,1.0,88.9,9.6,1010.2,1021.2,947,1016.5,2358.0,1018.6,9.7,,1100.0,1.2,,,,,,,7.9,7.4,6.8,1.1,5.3,5.1,5.2,5.3,5.9,8.3,11.4,16.0,16.9,0.9,1.3,8.33,3.8,6.5
116,YC,7,16,D,27.4,25.3,23.0,29.8,1421.0,0.1,0.1,10.8,180.0,741.0,5.1,200.0,715.0,1.9,1636.0,24.6,73.0,1651.0,85.0,30.9,1004.5,1014.1,2329,1010.4,318.0,1012.2,14.4,0.3,1300.0,1.62,10.6,,,,,,9.8,6.0,27.7,24.5,27.8,27.4,27.3,27.3,27.3,25.6,23.9,19.7,16.1,2.2,3.2,,,
117,YC,4,7,A,8.3,5.4,2211.0,13.9,1448.0,,0.0,5.3,290.0,2055.0,4.3,290.0,2058.0,2.0,1710.0,6.3,66.0,1449.0,88.5,9.6,997.2,1017.0,1017,1013.1,1805.0,1014.8,12.9,0.9,,,,,,,,,9.3,8.6,12.1,6.7,,,,,,,,,,,,4.75,,
118,YC,10,29,E,14.7,8.9,2348.0,21.5,1239.0,,0.0,12.8,290.0,1521.0,7.8,290.0,1813.0,3.1,2687.0,5.7,34.0,1915.0,59.1,9.9,1008.3,1019.7,2357,1010.5,1307.0,1014.6,10.8,8.4,1100.0,2.2,12.48,,,,,,2.5,1.6,16.1,5.7,,,,,,,,,,4.0,5.7,,,
119,YA,11,15,I,7.3,1.7,659.0,14.8,1226.0,,0.0,4.0,230.0,1501.0,3.2,250.0,1509.0,1.0,838.0,2.1,40.0,1223.0,71.1,7.1,1019.3,1027.3,855,1023.9,1435.0,1025.2,10.2,7.2,,,,,,,,,4.6,1.6,6.2,-3.2,,,,,,,,,,,,,,
120,YB,10,22,F,17.4,15.9,233.0,19.5,1426.0,0.2,0.2,5.6,360.0,842.0,3.9,340.0,843.0,2.4,2046.0,13.7,73.0,55.0,79.4,15.7,1007.6,1018.4,2146,1016.5,1502.0,1017.4,11.1,,,,,,,,,,8.6,8.0,16.1,11.7,,,,,,,,,,,,,0.6,
121,YA,11,13,G,9.4,4.5,632.0,15.9,1404.0,,0.0,6.1,340.0,1610.0,2.5,340.0,1602.0,0.8,716.0,3.7,40.0,1450.0,70.9,8.0,1010.9,1021.2,2223,1017.9,1353.0,1019.7,10.4,9.3,1200.0,2.24,13.83,,,,,,0.0,0.0,9.1,0.4,,,,,,,,,,1.9,2.6,,,
122,YB,8,15,D,25.8,24.7,711.0,29.3,1.0,4.8,12.7,7.3,270.0,1500.0,3.3,270.0,1506.0,1.3,1125.0,24.5,70.0,1.0,92.9,30.7,985.2,996.6,1,990.5,1819.0,993.0,13.6,,1200.0,1.23,,,,,,,9.3,7.8,27.5,24.0,28.9,29.3,30.0,30.1,29.1,26.6,24.6,20.0,16.6,1.4,2.0,,0.1,7.77
123,YA,11,10,G,11.7,6.1,716.0,18.4,1430.0,,0.0,3.5,230.0,1356.0,1.9,200.0,1241.0,0.5,459.0,8.4,53.0,1650.0,82.9,11.1,1016.6,1027.5,859,1023.8,1646.0,1025.4,10.5,9.3,1200.0,2.25,13.91,,,,,,0.0,0.0,11.4,2.4,,,,,,,,,,1.9,2.6,,,
124,YB,2,6,C,5.3,1.9,727.0,9.9,1328.0,,0.0,6.0,230.0,1605.0,3.8,200.0,1619.0,2.1,1787.0,-1.7,39.0,2.0,62.8,5.6,1007.5,1018.4,16,1014.2,805.0,1016.0,10.5,,1300.0,1.69,,,,,,,7.9,5.1,2.9,-4.4,1.6,1.2,1.5,1.6,2.2,3.5,5.5,10.2,14.4,1.2,1.8,,3.4,7.56
125,YB,1,17,I,-0.7,-5.9,723.0,4.4,1527.0,,0.0,6.7,270.0,1252.0,4.5,250.0,1138.0,1.9,1633.0,-11.8,19.0,1148.0,47.5,2.6,1018.7,1028.0,2330,1022.6,542.0,1024.8,9.9,,,,,,,,,,1.4,1.1,-0.5,-11.1,,,,,,,,,,,,,8.4,
126,YC,9,8,H,24.1,20.0,625.0,28.9,1407.0,,0.0,7.9,340.0,1020.0,6.0,320.0,432.0,2.4,2047.0,17.8,52.0,1224.0,69.3,20.4,1002.7,1011.8,2211,1009.0,48.0,1010.6,12.7,10.7,1200.0,3.02,21.15,,,,,,0.5,0.0,24.8,17.6,25.2,25.0,25.2,25.0,26.2,25.8,24.4,20.3,18.1,3.9,5.6,,,
127,YB,8,28,F,23.4,21.5,457.0,26.7,1349.0,0.2,0.4,3.7,360.0,727.0,2.3,320.0,438.0,1.2,1041.0,22.4,79.0,1428.0,94.9,27.2,997.5,1008.7,1000,1006.0,454.0,1007.0,13.1,,,,,,,,,,8.9,4.3,24.9,19.7,,,,,,,,,,,,,0.9,
128,YB,7,25,F,27.3,24.8,34.0,30.0,1307.0,0.0,0.0,6.2,200.0,1429.0,4.9,200.0,1429.0,2.1,1810.0,25.1,77.0,1225.0,88.3,31.8,996.7,1007.0,806,1004.8,1744.0,1006.0,14.1,,,,,,,,,,8.5,3.9,28.4,22.7,,,,,,,,,,,,,1.5,
129,YB,8,6,F,25.5,22.7,1840.0,28.5,1153.0,21.2,92.3,10.3,20.0,1826.0,5.8,70.0,1829.0,3.1,2704.0,24.0,81.0,1200.0,92.0,29.9,995.9,1009.5,37,1000.6,2215.0,1005.3,13.8,,,,,,,,,,9.1,7.1,26.7,22.1,,,,,,,,,,,,,0.5,
130,YB,9,19,C,19.2,14.1,431.0,24.1,1623.0,,0.0,7.8,360.0,1857.0,4.8,340.0,1637.0,3.2,2758.0,7.7,36.0,1755.0,48.0,10.7,1010.3,1020.4,834,1016.6,1715.0,1018.3,12.3,,1100.0,2.8,,,,,,,4.3,0.9,18.8,11.2,21.1,21.3,22.0,22.6,23.0,23.0,22.4,20.7,17.2,4.3,6.2,,10.7,19.4
131,YC,3,2,B,1.8,-1.1,2358.0,6.6,1646.0,,0.5,8.6,270.0,1448.0,5.7,250.0,1524.0,3.1,2679.0,-5.9,34.0,2109.0,59.5,4.1,1005.2,1020.5,2346,1011.9,306.0,1015.9,11.4,9.7,1200.0,2.37,15.81,,,,,,4.1,3.5,5.7,-4.4,5.3,5.0,4.8,4.5,4.3,4.6,6.3,11.5,15.0,2.1,3.0,,,
132,YC,4,1,D,9.1,5.2,2357.0,13.6,1416.0,0.6,1.1,10.0,320.0,1243.0,4.8,340.0,1251.0,1.5,1298.0,2.9,31.0,1740.0,68.6,7.7,1007.7,1018.1,2352,1013.3,1612.0,1016.1,12.6,6.7,1300.0,2.44,14.56,,,,,,6.5,5.6,11.6,0.5,12.0,11.9,11.7,11.6,11.0,10.1,9.8,11.5,15.0,2.2,3.2,,,
133,YC,4,21,G,14.6,8.8,555.0,20.9,1445.0,,0.0,7.2,320.0,1620.0,3.6,20.0,1013.0,1.8,1522.0,4.9,26.0,1230.0,56.5,8.7,1002.4,1012.9,47,1008.5,1607.0,1011.0,13.3,8.7,1100.0,3.08,22.5,,,,,,7.8,3.4,18.4,5.5,,,,,,,,,,3.8,5.4,,,
134,YC,5,26,C,16.8,12.6,502.0,20.9,1325.0,,0.0,10.7,340.0,937.0,6.7,20.0,6.0,3.8,3266.0,6.4,32.0,1309.0,51.9,9.9,999.8,1010.1,2329,1006.4,1.0,1007.8,14.5,13.8,1100.0,2.88,23.49,,,,,,1.3,1.3,23.1,8.6,20.4,20.1,19.8,19.4,18.7,16.8,15.0,12.3,12.3,4.6,6.5,,,
135,YC,12,11,I,-7.1,-12.5,2328.0,-3.0,4.0,,0.0,14.5,250.0,1031.0,6.5,250.0,1040.0,3.2,2734.0,-16.9,29.0,1118.0,45.9,1.6,1018.6,1029.0,2330,1020.9,1.0,1024.7,9.6,7.6,,,,,,,,,,,-4.9,-17.4,,,,,,,,,,,,,,
